loss,accuracy,val_accuracy,val_loss
0.5904183387756348,0.7841333150863647,0.8349000215530396,0.43386873602867126
0.3706904649734497,0.8645166754722595,0.8725000023841858,0.35400423407554626
0.3147898316383362,0.8850666880607605,0.8827000260353088,0.32207438349723816
0.278439998626709,0.8970333337783813,0.8952999711036682,0.2982102036476135
0.25085878372192383,0.9070333242416382,0.8966000080108643,0.28322717547416687
0.4140474200248718,0.8657500147819519,0.8996000289916992,0.27969664335250854
0.2336040735244751,0.9140666723251343,0.9053999781608582,0.26252520084381104
0.2131306529045105,0.9229833483695984,0.9067999720573425,0.2650640904903412
0.19503213465213776,0.929016649723053,0.906499981880188,0.261269211769104
0.18157845735549927,0.9335500001907349,0.9070000052452087,0.26445433497428894
0.3430653214454651,0.8841833472251892,0.9017999768257141,0.2960517704486847
0.18035639822483063,0.9351500272750854,0.9077000021934509,0.2638210952281952
0.16160155832767487,0.941349983215332,0.9093000292778015,0.2670186758041382
0.14996515214443207,0.9452666640281677,0.9136999845504761,0.28179898858070374
0.14141951501369476,0.9487500190734863,0.906000018119812,0.2863909900188446
0.29996949434280396,0.8984500169754028,0.9075999855995178,0.28681644797325134
0.13704054057598114,0.9512500166893005,0.9074000120162964,0.30328109860420227
0.12576086819171906,0.955299973487854,0.902999997138977,0.3058592677116394
0.11734975874423981,0.9582666754722595,0.9071999788284302,0.31379854679107666
0.11336104571819305,0.9594833254814148,0.9057999849319458,0.33114710450172424
0.39534610509872437,0.8725333213806152,0.8956999778747559,0.34788092970848083
0.129585862159729,0.9552833437919617,0.9075000286102295,0.3321467339992523
0.11395617574453354,0.9602166414260864,0.9081000089645386,0.33730414509773254
0.10369982570409775,0.9629666805267334,0.9074000120162964,0.3234567642211914
0.10029428452253342,0.964733362197876,0.9104999899864197,0.33749157190322876
