accuracy,loss,val_accuracy,val_loss
0.03353999927639961,4.2942938804626465,0.06509999930858612,3.9908809661865234
0.09765999764204025,3.8055715560913086,0.13619999587535858,3.605177640914917
0.14786000549793243,3.5100786685943604,0.17270000278949738,3.446672201156616
0.18386000394821167,3.3241984844207764,0.17659999430179596,3.409390926361084
0.21254000067710876,3.1817595958709717,0.2084999978542328,3.1979074478149414
0.2337999939918518,3.0664303302764893,0.23149999976158142,3.1029791831970215
0.25440001487731934,2.9651286602020264,0.24150000512599945,3.078572988510132
0.2730199992656708,2.878788471221924,0.25200000405311584,2.9944796562194824
0.2878200113773346,2.8006985187530518,0.2637999951839447,2.9617860317230225
0.30206000804901123,2.721738815307617,0.2558000087738037,3.022583484649658
0.31731998920440674,2.655008554458618,0.2745000123977661,2.95120906829834
0.32943999767303467,2.588611364364624,0.2648000121116638,3.0028624534606934
0.34299999475479126,2.5220727920532227,0.28299999237060547,2.9131052494049072
0.35350000858306885,2.4754064083099365,0.2825999855995178,2.9502499103546143
0.36122000217437744,2.4223692417144775,0.28760001063346863,2.9120473861694336
0.37376001477241516,2.369493007659912,0.29420000314712524,2.9282209873199463
0.3825800120830536,2.3189220428466797,0.28459998965263367,2.94856595993042
0.39441999793052673,2.2684082984924316,0.28780001401901245,2.9822897911071777
0.40154001116752625,2.2267675399780273,0.2937000095844269,2.966493606567383
0.41378000378608704,2.176445722579956,0.28780001401901245,3.0070765018463135
0.42386001348495483,2.134763717651367,0.2874999940395355,3.0778162479400635
0.4293400049209595,2.099282741546631,0.28439998626708984,3.0725507736206055
0.43814000487327576,2.0542659759521484,0.2888999879360199,3.1193928718566895
0.4495199918746948,2.0186240673065186,0.29010000824928284,3.050205707550049
0.456279993057251,1.9893358945846558,0.29580000042915344,3.117811679840088
