accuracy,loss,val_accuracy,val_loss
0.7393666505813599,0.6895117163658142,0.8468999862670898,0.42566704750061035
0.8626166582107544,0.37894007563591003,0.8662999868392944,0.37025466561317444
0.8819833397865295,0.3247656524181366,0.8842999935150146,0.32590124011039734
0.8944500088691711,0.29076534509658813,0.8871999979019165,0.3112504482269287
0.9027833342552185,0.26571327447891235,0.8992999792098999,0.27434319257736206
0.9111999869346619,0.24393843114376068,0.8906000256538391,0.3101426064968109
0.9165166616439819,0.22834466397762299,0.8992999792098999,0.2824373245239258
0.9216166734695435,0.21353761851787567,0.9018999934196472,0.28072139620780945
0.9253333210945129,0.20224253833293915,0.8937000036239624,0.29854127764701843
0.9314500093460083,0.18715353310108185,0.902899980545044,0.28038060665130615
0.9340999722480774,0.1798781454563141,0.8986999988555908,0.29613104462623596
0.9387333393096924,0.16766135394573212,0.9063000082969666,0.27900952100753784
0.9420333504676819,0.16011559963226318,0.9093000292778015,0.2720234990119934
0.9440333247184753,0.15338590741157532,0.9031999707221985,0.30104494094848633
0.9467833042144775,0.14492067694664001,0.9085000157356262,0.2946169078350067
0.9503666758537292,0.13768602907657623,0.9053999781608582,0.30154868960380554
0.9520000219345093,0.1321984827518463,0.8999000191688538,0.3253553509712219
0.9539166688919067,0.12629981338977814,0.910099983215332,0.3196635842323303
0.9560333490371704,0.12179415673017502,0.9043999910354614,0.31596502661705017
0.9574499726295471,0.11689342558383942,0.9064000248908997,0.3231498897075653
0.9599999785423279,0.11098809540271759,0.9061999917030334,0.3152868449687958
0.9612500071525574,0.10580433905124664,0.9093000292778015,0.3223811089992523
0.9639000296592712,0.0984843373298645,0.9074000120162964,0.3429540693759918
0.9652166962623596,0.09624385833740234,0.9003000259399414,0.37432265281677246
0.9642666578292847,0.09643159806728363,0.9086999893188477,0.3548709452152252
