loss,accuracy,val_accuracy,val_loss
3.8041558265686035,0.11987999826669693,0.19979999959468842,3.3100268840789795
3.1078200340270996,0.23984000086784363,0.2563999891281128,2.994657278060913
2.8034887313842773,0.29833999276161194,0.30169999599456787,2.8120248317718506
2.602079153060913,0.3370800018310547,0.310699999332428,2.7841100692749023
2.4560134410858154,0.367220014333725,0.3206999897956848,2.7295901775360107
2.9590725898742676,0.27305999398231506,0.31349998712539673,2.7417986392974854
2.4575247764587402,0.3667199909687042,0.33739998936653137,2.6289496421813965
2.2881882190704346,0.4022800028324127,0.35690000653266907,2.553466558456421
2.1610522270202637,0.4300200045108795,0.3610000014305115,2.5592799186706543
2.046114921569824,0.45184001326560974,0.36090001463890076,2.5626628398895264
2.6680102348327637,0.33037999272346497,0.3391000032424927,2.6344051361083984
2.129178524017334,0.43413999676704407,0.35190001130104065,2.608135223388672
1.9720102548599243,0.47025999426841736,0.36070001125335693,2.562350273132324
1.8499165773391724,0.4950000047683716,0.36419999599456787,2.646167278289795
1.7514923810958862,0.5165799856185913,0.3621000051498413,2.762561082839966
2.3531384468078613,0.3920600116252899,0.3458999991416931,2.7494962215423584
1.8408771753311157,0.4996800124645233,0.34450000524520874,2.826242685317993
1.7093294858932495,0.5285800099372864,0.3549000024795532,2.8004610538482666
1.6130754947662354,0.5547400116920471,0.35030001401901245,2.9227781295776367
1.5235027074813843,0.5712599754333496,0.3540000021457672,2.9973037242889404
2.0608975887298584,0.4612799882888794,0.34139999747276306,2.9694483280181885
1.6111680269241333,0.5552399754524231,0.3418000042438507,2.9694323539733887
1.505396842956543,0.5787000060081482,0.3433000147342682,3.0782291889190674
1.4394673109054565,0.5950999855995178,0.32850000262260437,3.175123929977417
1.3749098777770996,0.6077600121498108,0.33469998836517334,3.3435182571411133
