accuracy,loss,val_accuracy,val_loss
0.3884199857711792,1.647858738899231,0.5220999717712402,1.2960445880889893
0.5571799874305725,1.231690526008606,0.5478000044822693,1.245940089225769
0.6096400022506714,1.0896899700164795,0.607699990272522,1.0984820127487183
0.6393799781799316,1.006498098373413,0.6521000266075134,0.9838884472846985
0.6660000085830688,0.9394552111625671,0.6399000287055969,1.0058221817016602
0.6857600212097168,0.8860210180282593,0.6621999740600586,0.969700276851654
0.7006800174713135,0.8363812565803528,0.6629999876022339,0.961847186088562
0.717960000038147,0.7928577065467834,0.689300000667572,0.9079825282096863
0.7345799803733826,0.7476616501808167,0.6931999921798706,0.9022610187530518
0.7480999827384949,0.7092328071594238,0.70169997215271,0.8754645586013794
0.757319986820221,0.6778726577758789,0.6924999952316284,0.9003750681877136
0.7709199786186218,0.6463995575904846,0.7038000226020813,0.8853186368942261
0.7793200016021729,0.619797945022583,0.6784999966621399,0.9793713688850403
0.7865599989891052,0.5979719758033752,0.6909999847412109,0.9296051859855652
0.7958199977874756,0.5702455639839172,0.6938999891281128,0.9551030397415161
0.801360011100769,0.5537095665931702,0.6822999715805054,0.997004508972168
0.8106600046157837,0.5313559174537659,0.704800009727478,0.9451035857200623
0.8198800086975098,0.5045750141143799,0.7084000110626221,0.9530948400497437
0.8263800144195557,0.48483553528785706,0.7074999809265137,0.955897867679596
0.8294600248336792,0.4716641306877136,0.7056000232696533,0.9949941635131836
0.8376799821853638,0.45190879702568054,0.7039999961853027,1.0399048328399658
0.8438400030136108,0.4360528886318207,0.7024000287055969,1.053731083869934
0.8495799899101257,0.41634684801101685,0.6960999965667725,1.0934772491455078
0.85343998670578,0.40799182653427124,0.694599986076355,1.1401516199111938
0.8572400212287903,0.3901363015174866,0.6872000098228455,1.1428879499435425
