accuracy,loss,val_accuracy,val_loss
0.7948166728019714,0.5675296187400818,0.8619999885559082,0.39818906784057617
0.8776833415031433,0.3411403298377991,0.8748000264167786,0.35600611567497253
0.89410001039505,0.293316513299942,0.8853999972343445,0.3136894404888153
0.9039333462715149,0.2641197144985199,0.8978000283241272,0.29004237055778503
0.913183331489563,0.23715752363204956,0.8978999853134155,0.28890594840049744
0.9199000000953674,0.21854232251644135,0.8981999754905701,0.2841506600379944
0.925683319568634,0.20123180747032166,0.8984000086784363,0.27957144379615784
0.9311666488647461,0.18712908029556274,0.906499981880188,0.2617841362953186
0.9360666871070862,0.1752171516418457,0.9039999842643738,0.276208758354187
0.9398000240325928,0.1618940383195877,0.9078999757766724,0.2836296260356903
0.9448833465576172,0.15001365542411804,0.9085000157356262,0.2828640341758728
0.9485999941825867,0.13803733885288239,0.9004999995231628,0.30627840757369995
0.951533317565918,0.13076592981815338,0.9043999910354614,0.30140793323516846
0.9561499953269958,0.11982838064432144,0.8981999754905701,0.33442020416259766
0.9585833549499512,0.11318489909172058,0.9070000052452087,0.32737311720848083
0.9610000252723694,0.10493642836809158,0.9057000279426575,0.3434737026691437
0.9635833501815796,0.10018649697303772,0.9101999998092651,0.3465394079685211
0.9652000069618225,0.09230846911668777,0.9072999954223633,0.37439242005348206
0.9664166569709778,0.08936377614736557,0.9064000248908997,0.36694490909576416
0.9683333039283752,0.08254660665988922,0.9024999737739563,0.40289923548698425
0.9693499803543091,0.08261698484420776,0.9031999707221985,0.38198959827423096
0.9721666574478149,0.07438120245933533,0.8999999761581421,0.43753954768180847
0.9729499816894531,0.07141640037298203,0.9082000255584717,0.4118632674217224
0.9738666415214539,0.06817969679832458,0.9067000150680542,0.458859920501709
0.9751999974250793,0.06738179922103882,0.9031000137329102,0.4490562379360199
