loss,accuracy,val_accuracy,val_loss
1.6677446365356445,0.3806400001049042,0.51910001039505,1.3362072706222534
1.233370304107666,0.5557199716567993,0.5802000164985657,1.1727855205535889
1.0968654155731201,0.6114400029182434,0.6276999711990356,1.0662639141082764
1.004928469657898,0.6451600193977356,0.6437000036239624,1.0195773839950562
0.9326788187026978,0.6715599894523621,0.6608999967575073,0.9772450923919678
1.1722432374954224,0.5815799832344055,0.6481000185012817,1.0142183303833008
0.8884574174880981,0.6887400150299072,0.6769999861717224,0.9296573996543884
0.8251281976699829,0.7094200253486633,0.671500027179718,0.9600465893745422
0.7761566638946533,0.7267799973487854,0.6759999990463257,0.923687219619751
0.7407410144805908,0.7389400005340576,0.6926000118255615,0.9027591943740845
1.189756989479065,0.5760400295257568,0.6958000063896179,0.9128157496452332
0.7462800741195679,0.7401999831199646,0.6973000168800354,0.8962301015853882
0.6920559406280518,0.7575600147247314,0.6912999749183655,0.9527595639228821
0.6561703681945801,0.7708600163459778,0.7134000062942505,0.8641149401664734
0.6256548762321472,0.7808600068092346,0.7134000062942505,0.8576704859733582
0.906095027923584,0.6890599727630615,0.7152000069618225,0.8935258984565735
0.6195589303970337,0.7859799861907959,0.7113000154495239,0.8711339831352234
0.5812125205993652,0.798520028591156,0.697700023651123,0.9244058728218079
0.5614922046661377,0.8059399724006653,0.7129999995231628,0.878426730632782
0.5390967726707458,0.8119000196456909,0.7105000019073486,0.9170644283294678
0.779617965221405,0.7348399758338928,0.6953999996185303,0.9500443339347839
0.5506427884101868,0.8125399947166443,0.7002999782562256,0.9464313387870789
0.5189900994300842,0.8220400214195251,0.714900016784668,0.9167537093162537
0.4947608709335327,0.8295999765396118,0.7055000066757202,0.9695731401443481
0.4792473316192627,0.8362200260162354,0.7143999934196472,0.9345200061798096
